name,artist,id,added_at,added_by,length_seconds
Evacuate the Dancefloor - Radio Edit,Cascada,1fvD4tBLGypUG0Tg2nHHus,2023-05-29T20:19:44Z,_annychan_,206
Miracle - Radio Mix,Cascada,5A1i4tD07aDocR77xbCh25,2023-05-29T20:19:49Z,_annychan_,218
Ready For Love,Cascada,0O9IS40aVpSRlP1lRNE8Nz,2023-05-29T20:19:53Z,_annychan_,203
A Neverending Dream,Cascada,2tJPEmJXnR0yJusPMwMy1m,2023-05-29T20:19:59Z,_annychan_,203
We're in Heaven - Radio Edit,Bryce,3OzHb46P72NR5fGK0BJst4,2023-05-29T20:20:05Z,_annychan_,202
All The Things She Said,t.A.T.u.,4bJygwUKrRgq1stlNXcgMg,2023-05-29T20:20:11Z,_annychan_,214
Not Gonna Get Us,t.A.T.u.,28C91GNJDjFHwuUoaMoEsL,2023-05-29T20:20:20Z,_annychan_,261
Lucky,Lucky Twice,4Td50xcLZQOrOHQeG0vULJ,2023-05-29T20:20:29Z,_annychan_,205
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit,"Basshunter, DJ Mental Theos Bazzheadz",0uKIri2ThOfaGi3B3TQE1k,2023-05-29T20:20:33Z,_annychan_,147
All I Ever Wanted - Radio Edit,Basshunter,0lhlNZ2Oe3LQHVuuR2W7k3,2023-05-29T20:20:37Z,_annychan_,176
Dota,Basshunter,24M9uvzV2pvvggVx3FY9XN,2023-05-29T20:20:41Z,_annychan_,200
I Can Walk on Water,Basshunter,1QqbWDwIXwbvXnkBu2bbjo,2023-05-29T20:20:46Z,_annychan_,224
Move Your Body - Gabry Ponte Original Radio Edit,"Eiffel 65, Gabry Ponte",3cqZlRpC4lOnxUE7HE3N5k,2023-05-29T20:21:02Z,_annychan_,268
Ravers In The UK - Video Edit,Manian,2Vr8YMLcPA17cPMraa9CNP,2023-05-29T20:21:06Z,_annychan_,200
Bumble Bee,Bambee,2p9InWsxSanp9HH1nQKN8H,2023-05-29T20:21:10Z,_annychan_,196
"Boom, Boom, Boom, Boom!!",Vengaboys,2Ld2LehpgQNREMxl9LlIzm,2023-05-29T20:21:14Z,_annychan_,202
We like to Party! (The Vengabus) Six Flags,Vengaboys,77j9HOrxUpWcjwra9jgvio,2023-05-29T20:21:24Z,_annychan_,222
Around the World (La La La La La) - Radio Version,"A Touch Of Class, Pete Konemann",7CvOnbFdnIoXMQ4eFCo5lB,2023-05-29T20:21:28Z,_annychan_,214
My Heart Beats Like A Drum (Dam Dam Dam) - Radio Edit,"A Touch Of Class, Le Koma, A. Buggle",0hRFDhaHRJt6cz69n78G3f,2023-05-29T20:21:35Z,_annychan_,222
Castle In The Sky,DJ Satomi,3KM838g5Jcre3wA8fwfEiB,2023-05-29T20:21:39Z,_annychan_,240
Heaven,"DJ Sammy, Yanou, Do",72SpPFrMYCXLB3Fbw9tEgf,2023-05-29T20:21:43Z,_annychan_,233
Doctor Jones,Aqua,4cQ4uc9psVcYC2S89nd7JG,2023-05-29T20:21:47Z,_annychan_,203
Dam Dadi Doo - Nightcore Single Mix,Fantasy Project feat. NDA,4vFX0oXbHfwfbtZ6lN27zK,2023-05-29T20:21:52Z,_annychan_,163
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",2yAVzRiEQooPEJ9SYx11L3,2023-05-29T20:21:56Z,_annychan_,283
Kiss Me Again - Radio Edit,Roy Bee,6wlH6Ebu3Ssa4a04zCxDJB,2023-05-29T21:19:55Z,_annychan_,164
God Is A Girl,"W&W, Groove Coverage",244w7BpXC62Dc5dAtQryAv,2023-05-29T21:26:04Z,_annychan_,194
Boten Anna - Radio edit,Basshunter,4rino0wsmUcK36Ro4CCrke,2023-05-29T21:26:56Z,_annychan_,207
Max Don't Have Sex with Your Ex,E-Rotic,4KjXkB31IrgmVimunoVrts,2023-05-29T21:28:22Z,_annychan_,211
Help! I'm a Fish,Creamy,7dihqDZq5o5l4pg6vmpKTz,2023-05-29T21:29:43Z,_annychan_,200
Typical Tropical,Bambee,5CMduzV9gmUGGHMhgsG9nQ,2023-05-29T21:30:08Z,_annychan_,198
Floorfiller,A*Teens,5BfUdzWYfhnH9MLsCxpQRw,2023-05-29T21:30:49Z,_annychan_,194
Upside Down,A*Teens,3lfLAToNl2Ibcuo9U6UTSd,2023-05-29T21:31:09Z,_annychan_,197
www.girl,Toy-Box,5E0nFutqCMoTMXIaLsp5Gy,2023-05-29T21:32:27Z,_annychan_,206
Bumble Bees,Aqua,3BvL8S1xSYTennCDUON13L,2023-05-29T21:32:57Z,_annychan_,234
Superhero,Daze,5w24xZUicD68LjnZvtougC,2023-05-29T21:33:23Z,_annychan_,204
Together Forever (The Cyber Pet Song),Daze,0pEe84mYikUrwdP7hnYJuS,2023-05-29T21:33:28Z,_annychan_,183
Häschenparty (feat. Michael Wendler) - Single Version,"Schnuffel, Michael Wendler",25cMswrkBRSOjmj4g1rUTF,2023-05-29T21:33:59Z,_annychan_,188
Be My Lover,La Bouche,3vSn1frPgFcRXrjWOfhMLl,2023-05-29T21:35:01Z,_annychan_,240
Coco Jamboo,Mr. President,5fRvePkRGdpn2nKacG7I6d,2023-05-29T21:35:18Z,_annychan_,218
Toy Boy,Daze,7I6uS6jLQqGhqw8FL5V9xR,2023-05-29T21:35:53Z,_annychan_,194
Moonlight Shadow,Missing Heart,7Ic0vYK7lFKI7B1UtgqPPw,2023-05-30T05:35:31Z,_annychan_,237
Mr Wonderful,SMiLE.dk,6RUiaIsjcRvGhSZB7njccd,2023-05-30T05:35:40Z,_annychan_,193
Boys,SMiLE.dk,1vAOpBYioJYNicEYGKab3X,2023-05-30T05:35:42Z,_annychan_,185
Why Oh Why,"A Touch Of Class, Le Koma",1KjXF8yhyUoIKjANYnkdLE,2023-05-30T05:35:51Z,_annychan_,214
Super-Duper-Man,Toy-Box,4CwWwFPViw119ogWNakC8b,2023-05-30T05:37:34Z,_annychan_,199
Russian Lullaby,Toy-Box,5GF6BOThUFb688QZimU4w8,2023-05-30T05:38:04Z,_annychan_,197
Dancing All Alone,SMiLE.dk,2q8R8hgcxBgZU3lmYsCIfQ,2023-05-30T05:39:23Z,_annychan_,191
Sandstorm,Darude,3dxDj8pDPlIHCIrUPXuCeG,2023-05-30T05:44:38Z,_annychan_,225
Do It All Night,E-Rotic,0npywpkLJwaXBuTnDtWewD,2023-05-30T05:45:26Z,_annychan_,227
Help Me Dr Dick - Radio Edit,E-Rotic,1SyuIUCa10tM37lT0F8Y3D,2023-05-30T05:45:42Z,_annychan_,224
Listen to Your Heart - Radio Edit,"DHT, Edmée",2wkWHnuDZoc3JD3r947OxP,2023-05-30T05:56:31Z,_annychan_,193
"I Do, I Do, I Do",Creamy,3htvVGNv6R5ckMfwPlsO2U,2023-06-25T21:12:52Z,_annychan_,200
Ev'ry Night,Mandaryna,4zarrEmdDo9ofbMpjNuGUI,2023-07-04T08:21:29Z,_annychan_,187
The Sailor Song,Toy-Box,13i5XpzqdQ5KTIKatuIVoa,2023-07-04T08:40:24Z,_annychan_,185
Teddybear,Toy-Box,3A9NhcGgWkDvEiohXA8xIA,2023-07-04T08:42:58Z,_annychan_,255
Stereo Love,"Edward Maya, Vika Jigulina",35Dofxo9smHVxmFQbhYIAT,2023-08-04T20:32:59Z,_annychan_,247
Planet of the Bass (feat. DJ Crazy Times & Ms. Biljana Electronica),"Kyle Gordon, DJ Crazy Times, Ms. Biljana Electronica",7xOjJ5v3SGlYl5Rb2c31dI,2023-08-15T23:16:32Z,_annychan_,200
Do you wanna dance - Extended Mix,GoGoGirls,3eXB6OBB4jcZ2OgrFXFprs,2023-08-17T05:37:55Z,_annychan_,248
RUNNING IN THE 90'S,Max Coveri,6DlPa2rrVK3BygXJ48WYo3,2023-08-26T06:45:17Z,_annychan_,283
DON'T STOP THE MUSIC,Lou Grant,1Pd1zzDTp8G32vnSLWIlbI,2023-08-26T06:46:22Z,_annychan_,288
Dragostea Din Tei - Original Romanian Version,O-Zone,1OgEMobOHxmuSEECKrT4yx,2023-11-14T04:41:27Z,_annychan_,213
Pump Up The Jam,Technotronic,21qnJAMtzC6S5SESuqQLEK,2024-01-30T08:22:56Z,_annychan_,320
Axel F,Crazy Frog,0Bo5fjMtTfCD8vHGebivqc,2024-01-30T08:23:28Z,_annychan_,171
How Do You Do,Boom,6gINt9hAqkIXafTF3zIErw,2024-02-15T01:36:45Z,_annychan_,211
E.T.,Toy-Box,370f0WXtcc7ShsOBJ1zJk2,2024-03-13T04:15:17Z,_annychan_,221
Dynamite Rave - From D.D.R.,RMaster,6vPC0Mfm9gJy6b5KYId27n,2024-03-15T08:10:01Z,_annychan_,198
Japanese Boy,SMiLE.dk,54aOhUb7pBbk3Ax2SYkiDK,2024-03-15T08:10:13Z,_annychan_,198
"1,2,3,4 007",NI-NI,5UXO7snkorWyjRs6tSqa4P,2024-03-15T08:10:54Z,_annychan_,228
Tokyo Girl,Ace of Base,28dbeBa4aSOI6eWehGDtaW,2024-03-15T08:11:19Z,_annychan_,216
Psycho Teddy,Psycho Teddy,1LI0McQOE8cYovB7qSbV44,2024-03-24T16:05:53Z,_annychan_,185
Angel of Darkness - Video Mix,"Alex C., Yasmin K.",2p6yof8qYnSFB3gjnerrWs,2024-03-25T18:37:44Z,_annychan_,215
Doktorspiele - Official Nightcore Version 2024,"Alex C., Yass",5CKtObKc5cGaMySUn6dlpe,2024-03-25T18:38:31Z,_annychan_,197
Doktorspiele - English Version,"Alex C., Yass",7CSJZbmQd5YsNdwYfeGsNj,2024-03-25T18:41:08Z,_annychan_,224
My Love Танюха,Igorek,4pFopPJRrvXhdXmvSlsJ5A,2024-04-05T04:36:08Z,_annychan_,228
Baby Boy,Me & My,5xhnlgHMaNzZD3UX9sZ4Zv,2024-04-09T01:25:43Z,_annychan_,207
Caramelldansen,Caramell,6vA1o5MIqlkybAAGypeLaE,2024-04-15T06:25:52Z,_annychan_,210
Angel of Darkness,nessmilia,1dUN0Wr2KJkgodgWFUDFlI,2024-07-23T12:37:36Z,_annychan_,163
"What Is Love - 7"" Mix",Haddaway,7JkZ2hQdDonRURJjlMuh8q,2024-08-02T08:00:18Z,_annychan_,270
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,623rRTKwGmgjH6sjE9uWLh,2024-08-02T08:00:59Z,_annychan_,215
Ganguro - Extended Mix,"Franz Tornado, The Yamanba-Gals",0be0hEzqu8QxjpCmzxDXJF,2024-08-02T08:04:50Z,_annychan_,316
Spitfire - Extended Version,Go2,07F81INjw2MWzuy73EYVQA,2024-08-02T08:05:15Z,_annychan_,314
Looka Bomba,Go2,5kPTsIqkyw1LlUe3efGZZw,2024-08-02T08:05:22Z,_annychan_,308
DEJA VU,dave rodgers,6CRtIYDga4VKW5sV5rfAL3,2024-08-02T08:06:17Z,_annychan_,260
Velfarre 2000 - Extended Mix,Bazooka Girl,2Ry3Tuy74RtPajjf9MC5u5,2024-08-02T08:06:39Z,_annychan_,327
KILLING MY LOVE,Leslie Parrish,152unnv8fuahIUyVnHJutJ,2024-08-02T08:06:58Z,_annychan_,294
TORA TORA TORA,DOMINO,6gEzn4OEY59FZCNs8z4vzM,2024-08-02T08:07:39Z,_annychan_,255
I WANNA DANCE,DOMINO,17w3WV5JHzp1ydkZWo0skS,2024-08-02T08:09:09Z,_annychan_,243
Less Than Three - Ricardo Autobahn Remix,"Disko Warp, Becky, Ricardo Autobahn",5bBuBpDFWGu7yA2lQSKzln,2024-08-02T09:51:29Z,_annychan_,173
Saturday Night,Whigfield,2zedBY48WiPY8WV8uCdtRz,2024-08-11T10:32:45Z,_annychan_,223
Freed From Desire - Radio Edit,Gala,1bltvSRsHLI3lZfst8XgOg,2024-08-11T10:33:14Z,_annychan_,212
The Rhythm of the Night,Corona,5IPJsGFKtxKDPCkT8lhEjN,2024-08-11T10:33:58Z,_annychan_,264
